,year_month_day_hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wf
9655,2014-07-06 07:00:00,179.0,175.0,2.0,49.0,1400.0,16.0,25.2,997.1,22.5,0.0,4.0
9656,2014-07-06 08:00:00,252.0,233.0,5.0,36.0,1600.0,48.0,26.7,996.9,22.5,0.0,4.0
9657,2014-07-06 09:00:00,247.0,191.0,5.0,29.0,1400.0,74.0,27.8,997.0,22.3,0.0,4.0
9658,2014-07-06 10:00:00,239.0,191.0,5.0,28.0,1300.0,95.0,28.9,996.9,22.4,0.0,4.0
9659,2014-07-06 12:00:00,220.0,204.0,5.0,22.0,1200.0,163.0,30.2,995.6,22.1,0.0,4.0
9660,2014-07-06 13:00:00,230.0,183.0,4.0,22.0,1200.0,186.0,30.8,995.2,22.7,0.0,4.0
9661,2014-07-06 14:00:00,219.0,196.0,4.0,22.0,1200.0,223.0,30.8,994.7,22.4,0.0,2.5
9662,2014-07-06 16:00:00,226.0,219.0,6.0,23.0,1300.0,270.0,31.0,994.3,23.1,0.0,2.5
9663,2014-07-06 17:00:00,215.0,205.0,6.0,23.0,1300.0,262.0,30.4,994.3,23.3,0.0,4.0
9664,2014-07-06 18:00:00,207.0,186.0,5.0,23.0,1300.0,247.0,29.6,994.9,23.3,0.0,2.5
9665,2014-07-06 19:00:00,205.0,191.0,5.0,24.0,1300.0,232.0,29.1,995.4,23.3,0.0,4.0
9666,2014-07-06 20:00:00,203.0,190.0,6.0,23.0,1300.0,213.0,28.6,996.1,23.1,0.0,4.0
9667,2014-07-06 21:00:00,198.0,191.0,4.0,18.0,1300.0,187.0,28.2,996.0,22.9,0.0,4.0
9668,2014-07-06 22:00:00,199.0,168.0,3.0,16.0,1300.0,173.0,28.2,995.8,22.9,0.0,4.0
9669,2014-07-06 23:00:00,198.0,191.0,3.0,15.0,1300.0,161.0,27.6,995.7,22.8,0.0,2.5
9670,2014-07-07 01:00:00,194.0,180.0,4.0,21.0,1200.0,124.0,26.7,996.0,22.1,0.0,4.0
9671,2014-07-07 02:00:00,171.0,154.0,8.0,21.0,1200.0,104.0,26.2,996.0,21.6,0.0,4.0
9672,2014-07-07 03:00:00,154.0,134.0,6.0,22.0,1100.0,74.0,26.0,996.2,21.2,0.0,2.5
9673,2014-07-07 04:00:00,166.0,135.0,6.0,15.0,1000.0,86.0,25.7,996.0,20.9,0.0,4.0
9674,2014-07-07 05:00:00,151.0,118.0,7.0,21.0,1100.0,70.0,25.5,996.3,21.0,0.0,4.0
9675,2014-07-07 06:00:00,138.0,105.0,5.0,25.0,1100.0,46.0,25.6,996.1,21.3,0.0,4.0
9676,2014-07-07 07:00:00,108.0,70.0,8.0,23.0,1200.0,50.0,25.7,995.9,21.4,0.0,4.0
9677,2014-07-07 08:00:00,99.0,88.0,9.0,26.0,1000.0,46.0,26.0,995.5,21.7,0.0,4.0
9678,2014-07-07 09:00:00,96.0,88.0,9.0,24.0,1000.0,54.0,26.7,995.3,21.7,0.0,4.0
9679,2014-07-07 10:00:00,97.0,79.0,10.0,25.0,1000.0,63.0,27.9,994.9,21.9,0.0,2.5
9680,2014-07-07 11:00:00,107.0,110.0,10.0,28.0,1000.0,71.0,28.5,994.2,22.3,0.0,4.0
9681,2014-07-07 13:00:00,174.0,173.0,8.0,31.0,1200.0,149.0,29.8,992.5,22.5,0.0,4.0
9682,2014-07-07 14:00:00,173.0,162.0,10.0,32.0,1200.0,185.0,30.3,991.7,23.2,0.0,4.0
9683,2014-07-07 15:00:00,184.0,171.0,9.0,32.0,1200.0,208.0,30.9,991.9,22.5,0.0,4.0
9684,2014-07-07 17:00:00,187.0,168.0,9.0,23.0,1200.0,192.0,31.7,990.6,21.8,0.0,4.0
9685,2014-07-07 18:00:00,188.0,184.0,10.0,21.0,1200.0,193.0,29.7,991.1,22.9,0.0,2.5
9686,2014-07-07 20:00:00,221.0,197.0,10.0,21.0,1400.0,190.0,28.4,991.8,22.2,0.0,4.0
9687,2014-07-07 21:00:00,223.0,193.0,8.0,18.0,1400.0,179.0,28.2,991.7,22.2,0.0,4.0
9688,2014-07-07 22:00:00,230.0,187.0,7.0,18.0,1300.0,175.0,27.7,991.8,22.0,0.0,4.0
9689,2014-07-07 23:00:00,212.0,171.0,8.0,17.0,1300.0,173.0,27.2,992.0,22.2,0.0,4.0
9690,2014-07-08 00:00:00,199.0,167.0,9.0,16.0,1200.0,168.0,26.7,991.5,22.1,0.0,4.0
9691,2014-07-08 01:00:00,192.0,148.0,11.0,16.0,1200.0,158.0,26.1,991.6,22.2,0.0,4.0
9692,2014-07-08 02:00:00,179.0,135.0,11.0,16.0,1200.0,140.0,25.6,991.8,21.9,0.0,4.0
9693,2014-07-08 03:00:00,176.0,134.0,11.0,15.0,1200.0,135.0,25.2,991.8,21.9,0.0,4.0
9694,2014-07-08 04:00:00,167.0,131.0,8.0,17.0,1100.0,105.0,24.9,992.2,22.4,0.0,4.0
9695,2014-07-08 05:00:00,176.0,135.0,6.0,19.0,1100.0,84.0,24.9,992.8,21.6,0.0,4.0
9696,2014-07-08 06:00:00,171.0,137.0,3.0,17.0,1100.0,61.0,26.2,993.2,21.8,0.0,4.0
9697,2014-07-08 07:00:00,191.0,161.0,4.0,15.0,1200.0,73.0,28.7,993.6,17.2,0.0,4.0
9698,2014-07-08 08:00:00,147.0,22.0,5.0,8.0,800.0,97.0,30.7,993.9,13.9,0.0,2.5
9699,2014-07-08 09:00:00,16.0,5.0,2.0,4.0,300.0,70.0,31.9,994.2,13.6,0.0,2.5
9700,2014-07-08 10:00:00,11.0,10.0,2.0,4.0,300.0,75.0,33.3,994.3,11.8,0.0,2.5
9701,2014-07-08 11:00:00,10.0,10.0,3.0,7.0,300.0,80.0,33.9,994.4,10.5,0.0,2.5
9702,2014-07-08 12:00:00,9.6,26.9,9.4,9.0,300.0,99.7,32.5,994.2,8.0,0.0,2.5
9703,2014-07-08 14:00:00,4.0,5.0,7.0,11.0,300.0,102.0,34.1,993.5,6.4,0.0,2.0
9704,2014-07-08 15:00:00,14.0,20.0,5.0,11.0,200.0,106.0,33.2,993.3,8.6,0.0,2.5
9705,2014-07-08 16:00:00,8.0,15.0,5.0,13.0,200.0,112.0,33.6,992.9,10.2,0.0,2.5
9706,2014-07-08 17:00:00,22.0,32.0,5.0,15.0,300.0,102.0,32.9,993.1,9.7,0.0,4.0
9707,2014-07-08 19:00:00,11.0,7.0,3.0,18.0,300.0,85.0,31.1,994.5,9.3,0.0,4.0
9708,2014-07-08 20:00:00,3.0,13.0,2.0,16.0,200.0,77.0,29.6,995.3,13.8,0.0,4.0
9709,2014-07-08 21:00:00,13.0,48.0,2.0,21.0,300.0,56.0,26.9,995.4,13.3,0.0,4.0
9710,2014-07-08 22:00:00,8.0,30.0,2.0,21.0,300.0,49.0,26.5,995.5,11.0,0.0,4.0
9711,2014-07-08 23:00:00,11.0,34.0,3.0,19.0,300.0,48.0,25.9,995.7,10.9,0.0,4.0
9712,2014-07-09 00:00:00,4.0,12.0,3.0,17.0,300.0,49.0,25.0,995.9,11.5,0.0,4.0
9713,2014-07-09 01:00:00,3.0,23.0,3.0,15.0,300.0,45.0,25.2,995.9,11.0,0.0,4.0
9714,2014-07-09 02:00:00,3.0,12.0,4.0,16.0,300.0,44.0,24.2,996.0,11.8,0.0,4.0
9715,2014-07-09 03:00:00,9.0,5.0,5.0,14.0,300.0,49.0,24.7,996.1,11.3,0.0,4.0
9716,2014-07-09 04:00:00,11.0,8.0,4.0,17.0,300.0,44.0,25.6,996.6,11.0,0.0,4.0
9717,2014-07-09 05:00:00,8.0,13.0,3.0,12.0,200.0,57.0,24.8,997.1,11.4,0.0,4.0
9718,2014-07-09 06:00:00,8.0,11.0,3.0,7.0,200.0,59.0,26.9,997.1,10.1,0.0,4.0
9719,2014-07-09 07:00:00,4.0,24.0,4.0,10.0,200.0,55.0,27.6,997.5,11.6,0.0,4.0
9720,2014-07-09 08:00:00,7.0,28.0,8.0,16.0,300.0,48.0,29.3,997.6,10.9,0.0,4.0
9721,2014-07-09 09:00:00,9.0,30.0,6.0,11.0,300.0,50.0,30.5,997.4,9.9,0.0,4.0
9722,2014-07-09 11:00:00,5.0,5.0,2.0,4.0,200.0,64.0,31.7,996.3,8.6,0.0,4.0
9723,2014-07-09 12:00:00,11.0,5.0,2.0,3.0,200.0,70.0,32.6,995.5,8.8,0.0,4.0
9724,2014-07-09 13:00:00,6.0,42.0,2.0,8.0,200.0,71.0,32.4,995.1,7.9,0.0,4.0
9725,2014-07-09 14:00:00,19.0,5.0,7.0,9.0,300.0,79.0,32.6,994.6,8.1,0.0,4.0
9726,2014-07-09 15:00:00,3.0,12.0,2.0,5.0,200.0,88.0,32.6,994.4,7.4,0.0,4.0
9727,2014-07-09 16:00:00,3.0,13.0,7.0,6.0,200.0,92.0,30.9,993.9,14.9,0.0,4.0
9728,2014-07-09 17:00:00,3.0,30.0,10.0,10.0,300.0,85.0,30.0,993.7,15.3,0.0,4.0
9729,2014-07-09 18:00:00,14.0,28.0,17.0,11.0,300.0,87.0,30.4,993.8,14.1,0.0,4.0
9730,2014-07-09 19:00:00,24.0,160.0,6.0,38.0,400.0,92.0,28.3,993.6,16.2,0.0,4.0
9731,2014-07-09 20:00:00,22.0,80.0,2.0,33.0,400.0,91.0,27.6,993.6,14.2,0.0,4.0
9732,2014-07-09 21:00:00,9.0,28.0,3.0,28.0,400.0,69.0,26.3,993.5,13.4,0.0,4.0
9733,2014-07-09 22:00:00,10.0,34.0,3.0,21.0,400.0,59.0,25.8,993.4,11.9,0.0,4.0
9734,2014-07-09 23:00:00,15.0,23.0,4.0,16.0,400.0,52.0,25.3,993.1,11.5,0.0,4.0
9735,2014-07-10 00:00:00,14.0,22.0,5.0,14.0,400.0,48.0,25.2,992.9,11.4,0.0,4.0
9736,2014-07-10 01:00:00,13.0,27.0,7.0,13.0,400.0,44.0,25.3,992.6,10.3,0.0,4.0
9737,2014-07-10 02:00:00,12.0,32.0,6.0,14.0,400.0,34.0,23.7,992.7,12.3,0.0,4.0
9738,2014-07-10 03:00:00,18.0,35.0,7.0,21.0,400.0,26.0,23.6,992.8,12.9,0.0,4.0
9739,2014-07-10 04:00:00,14.0,23.0,14.0,14.0,400.0,53.0,23.0,992.8,12.9,0.0,4.0
9740,2014-07-10 05:00:00,12.0,30.0,14.0,13.0,400.0,58.0,24.3,993.0,12.9,0.0,4.0
9741,2014-07-10 06:00:00,13.0,39.0,11.0,15.0,400.0,53.0,27.7,993.1,12.9,0.0,4.0
9742,2014-07-10 07:00:00,15.0,53.0,11.0,13.0,400.0,55.0,30.3,993.2,13.1,0.0,4.0
9743,2014-07-10 08:00:00,20.0,38.0,23.0,11.0,500.0,67.0,32.7,992.8,11.8,0.0,4.0
9744,2014-07-10 09:00:00,24.0,52.0,37.0,13.0,600.0,73.0,34.3,992.3,12.0,0.0,4.0
9745,2014-07-10 10:00:00,23.0,24.0,32.0,10.0,500.0,86.0,35.4,991.6,11.1,0.0,4.0
9746,2014-07-10 11:00:00,16.0,32.0,11.0,6.0,400.0,101.0,37.3,990.8,9.0,0.0,4.0
9747,2014-07-10 12:00:00,15.0,5.0,5.0,4.0,300.0,108.0,36.5,990.1,9.9,0.0,4.0
9748,2014-07-10 13:00:00,3.0,5.0,3.0,6.0,200.0,105.0,36.5,989.7,9.9,0.0,2.5
9749,2014-07-10 14:00:00,8.0,64.0,5.0,9.0,300.0,136.0,36.9,989.5,12.4,0.0,2.5
9750,2014-07-10 15:00:00,12.0,40.0,6.0,12.0,300.0,171.0,36.7,989.0,11.5,0.0,2.5
9751,2014-07-10 16:00:00,34.0,94.0,6.0,19.0,500.0,251.0,36.7,988.4,11.5,0.0,2.5
9752,2014-07-10 17:00:00,24.0,68.0,5.0,17.0,400.0,224.0,35.2,988.6,12.2,0.0,4.0
9753,2014-07-10 18:00:00,22.0,61.0,3.0,16.0,300.0,195.0,34.2,988.5,13.1,0.0,4.0
9754,2014-07-10 19:00:00,21.0,80.0,3.0,18.0,400.0,176.0,32.4,988.9,15.0,0.0,4.0
9755,2014-07-10 20:00:00,23.0,56.0,2.0,15.0,400.0,148.0,30.3,989.5,15.2,0.0,4.0
9756,2014-07-10 21:00:00,27.0,70.0,2.0,15.0,400.0,136.0,28.4,989.7,15.0,0.0,4.0
9757,2014-07-10 22:00:00,17.0,69.0,2.0,15.0,400.0,127.0,28.1,989.8,14.3,0.0,4.0
9758,2014-07-10 23:00:00,25.0,65.0,2.0,16.0,400.0,117.0,25.6,989.8,14.7,0.0,4.0
9759,2014-07-11 00:00:00,25.0,56.0,2.0,14.0,400.0,107.0,25.2,989.9,14.3,0.0,4.0
9760,2014-07-11 01:00:00,17.0,52.0,2.0,17.0,400.0,84.0,24.8,989.9,14.0,0.0,4.0
9761,2014-07-11 02:00:00,17.0,37.0,2.0,10.0,300.0,85.0,23.4,990.2,14.4,0.0,4.0
9762,2014-07-11 03:00:00,18.0,37.0,2.0,10.0,300.0,72.0,23.8,990.7,14.8,0.0,4.0
9763,2014-07-11 04:00:00,14.0,39.0,2.0,17.0,300.0,48.0,23.1,991.3,14.6,0.0,4.0
9764,2014-07-11 05:00:00,14.0,29.0,2.0,16.0,300.0,49.0,23.5,991.5,14.5,0.0,4.0
9765,2014-07-11 06:00:00,13.0,12.0,19.0,17.0,400.0,61.0,29.1,992.0,10.7,0.0,2.5
9766,2014-07-11 07:00:00,8.0,28.0,15.0,13.0,400.0,64.0,31.0,992.3,9.8,0.0,4.0
9767,2014-07-11 08:00:00,8.0,25.0,6.0,7.0,300.0,70.0,32.2,992.4,9.7,0.0,4.0
9768,2014-07-11 09:00:00,5.0,11.0,2.0,3.0,200.0,74.0,33.0,992.2,10.4,0.0,4.0
9769,2014-07-11 10:00:00,6.0,16.0,2.0,3.0,200.0,81.0,34.6,991.8,9.1,0.0,2.5
9770,2014-07-11 11:00:00,5.0,5.0,2.0,3.0,200.0,84.0,35.8,991.4,9.3,0.0,2.5
9771,2014-07-11 12:00:00,5.0,9.0,2.0,5.0,200.0,94.0,35.5,990.9,9.1,0.0,4.0
9772,2014-07-11 13:00:00,13.0,27.0,6.0,8.0,300.0,104.0,35.5,990.4,9.1,0.0,2.5
9773,2014-07-11 14:00:00,11.0,13.0,3.0,7.0,200.0,101.0,35.9,990.2,8.7,0.0,2.5
9774,2014-07-11 15:00:00,4.0,8.0,2.0,4.0,200.0,98.0,34.5,990.1,12.8,0.0,2.5
9775,2014-07-11 16:00:00,4.0,5.0,2.0,4.0,200.0,95.0,34.3,990.1,12.0,0.0,4.0
9776,2014-07-11 17:00:00,3.0,19.0,2.0,5.0,200.0,91.0,34.0,990.2,12.9,0.0,4.0
9777,2014-07-11 18:00:00,4.0,66.0,2.0,7.0,200.0,96.0,32.9,990.4,13.0,0.0,2.5
9778,2014-07-11 19:00:00,10.0,53.0,2.0,12.0,300.0,111.0,31.6,991.3,13.4,0.0,4.0
9779,2014-07-11 20:00:00,9.0,18.0,2.0,14.0,300.0,107.0,30.2,992.1,13.0,0.0,4.0
9780,2014-07-11 21:00:00,7.0,26.0,2.0,10.0,300.0,95.0,29.6,992.3,12.9,0.0,4.0
9781,2014-07-11 22:00:00,11.0,43.0,2.0,10.0,300.0,89.0,27.5,993.1,13.1,0.0,4.0
9782,2014-07-11 23:00:00,7.0,26.0,2.0,13.0,300.0,80.0,28.4,992.9,10.1,0.0,4.0
9783,2014-07-12 00:00:00,3.0,5.0,2.0,6.0,200.0,89.0,27.9,993.4,9.7,0.0,4.0
9784,2014-07-12 01:00:00,7.0,14.0,2.0,3.0,200.0,84.0,28.0,993.8,9.8,0.0,4.0
9785,2014-07-12 02:00:00,4.0,14.0,2.0,6.0,200.0,79.0,26.9,994.3,10.1,0.0,4.0
9786,2014-07-12 03:00:00,6.0,9.0,2.0,4.0,200.0,81.0,25.5,994.6,10.5,0.0,4.0
9787,2014-07-12 04:00:00,3.0,16.0,2.0,4.0,200.0,78.0,24.9,994.7,10.4,0.0,4.0
9788,2014-07-12 05:00:00,5.0,11.0,2.0,4.0,200.0,76.0,25.8,995.0,10.0,0.0,4.0
9789,2014-07-12 06:00:00,4.0,9.0,2.0,4.0,200.0,76.0,27.6,995.3,10.3,0.0,4.0
9790,2014-07-12 07:00:00,4.0,5.0,2.0,4.0,200.0,79.0,28.4,995.7,9.6,0.0,4.0
9791,2014-07-12 08:00:00,3.0,20.0,2.0,4.0,200.0,82.0,30.4,995.4,8.7,0.0,2.5
9792,2014-07-12 09:00:00,4.0,5.0,2.0,5.0,200.0,85.0,31.5,995.2,7.9,0.0,4.0
9793,2014-07-12 10:00:00,7.0,5.0,2.0,4.0,200.0,91.0,32.3,994.6,7.2,0.0,2.5
9794,2014-07-12 11:00:00,5.0,5.0,2.0,4.0,200.0,95.0,32.7,993.9,10.7,0.0,4.0
9795,2014-07-12 12:00:00,4.0,10.0,2.0,6.0,200.0,101.0,33.3,993.1,10.6,0.0,2.5
9796,2014-07-12 13:00:00,11.0,13.0,2.0,7.0,200.0,109.0,33.4,992.4,10.7,0.0,4.0
9797,2014-07-12 14:00:00,12.0,30.0,2.0,10.0,300.0,125.0,33.9,991.9,11.1,0.0,4.0
9798,2014-07-12 15:00:00,5.0,28.0,2.0,8.0,300.0,128.0,34.2,991.5,10.7,0.0,2.5
9799,2014-07-12 16:00:00,6.0,23.0,2.0,10.0,300.0,130.0,33.7,991.2,10.9,0.0,4.0
9800,2014-07-12 17:00:00,9.0,17.0,2.0,12.0,300.0,134.0,33.9,991.1,10.5,0.0,4.0
9801,2014-07-12 18:00:00,9.0,20.0,2.0,12.0,300.0,136.0,32.3,991.5,10.3,0.0,2.5
9802,2014-07-12 19:00:00,6.0,43.0,2.0,17.0,300.0,138.0,31.3,992.4,10.6,0.0,4.0
9803,2014-07-12 20:00:00,6.0,26.0,2.0,15.0,300.0,121.0,29.3,993.2,11.4,0.0,4.0
9804,2014-07-12 21:00:00,14.0,45.0,2.0,17.0,300.0,124.0,28.2,993.7,11.3,0.0,4.0
9805,2014-07-12 22:00:00,16.0,41.0,2.0,19.0,300.0,121.0,27.1,994.1,11.2,0.0,4.0
9806,2014-07-12 23:00:00,19.0,33.0,2.0,17.0,300.0,110.0,27.0,994.2,10.2,0.0,4.0
9807,2014-07-13 00:00:00,11.0,19.0,2.0,10.0,300.0,94.0,25.5,994.2,10.5,0.0,4.0
9808,2014-07-13 01:00:00,13.0,6.0,2.0,9.0,200.0,70.0,25.3,994.2,10.3,0.0,4.0
9809,2014-07-13 02:00:00,8.0,20.0,2.0,9.0,200.0,61.0,25.9,994.2,10.1,0.0,4.0
9810,2014-07-13 03:00:00,6.0,10.0,2.0,6.0,200.0,67.0,25.9,994.3,9.7,0.0,2.5
9811,2014-07-13 04:00:00,3.0,22.0,2.0,6.0,200.0,75.0,25.4,994.5,9.6,0.0,2.5
9812,2014-07-13 05:00:00,3.0,8.0,2.0,2.0,200.0,80.0,25.3,994.8,10.0,0.0,4.0
9813,2014-07-13 06:00:00,3.0,10.0,2.0,2.0,200.0,76.0,27.5,995.1,10.2,0.0,2.5
9814,2014-07-13 07:00:00,3.0,16.0,2.0,3.0,200.0,72.0,28.8,995.2,10.5,0.0,2.5
9815,2014-07-13 08:00:00,3.0,16.0,2.0,3.0,200.0,71.0,30.8,994.8,10.2,0.0,2.5
9816,2014-07-13 09:00:00,4.0,14.0,2.0,2.0,200.0,75.0,32.4,994.5,11.0,0.0,2.5
9817,2014-07-13 10:00:00,11.0,23.0,6.0,7.0,300.0,74.0,33.6,994.0,10.2,0.0,4.0
9818,2014-07-13 11:00:00,7.0,74.0,2.0,3.0,200.0,89.0,35.0,993.2,10.1,0.0,2.5
9819,2014-07-13 12:00:00,6.0,22.0,2.0,2.0,200.0,98.0,34.6,992.4,11.1,0.0,4.0
9820,2014-07-13 13:00:00,14.0,8.0,2.0,2.0,200.0,102.0,34.8,992.1,12.5,0.0,2.5
9821,2014-07-13 14:00:00,13.0,39.0,2.0,10.0,200.0,110.0,34.8,991.8,11.2,0.0,4.0
9822,2014-07-13 15:00:00,11.0,15.0,2.0,4.0,200.0,123.0,27.2,992.6,16.5,0.3,4.0
9823,2014-07-13 16:00:00,3.0,105.0,2.0,4.0,300.0,91.0,29.6,991.6,13.4,0.0,4.0
9824,2014-07-13 17:00:00,8.0,28.0,2.0,4.0,300.0,69.0,30.7,991.9,13.5,0.0,4.0
9825,2014-07-13 18:00:00,4.0,58.0,2.0,2.0,300.0,89.0,29.6,992.2,15.0,0.0,4.0
9826,2014-07-13 19:00:00,21.0,61.0,2.0,20.0,400.0,70.0,28.9,992.7,13.9,0.0,4.0
9827,2014-07-13 20:00:00,15.0,40.0,2.0,12.0,300.0,79.0,28.4,993.2,13.9,0.0,4.0
9828,2014-07-13 21:00:00,10.0,27.0,2.0,9.0,300.0,78.0,26.3,993.9,14.7,0.0,4.0
9829,2014-07-13 22:00:00,11.0,36.0,2.0,9.0,300.0,57.0,26.0,994.1,13.5,0.0,4.0
9830,2014-07-13 23:00:00,14.0,16.0,2.0,11.0,300.0,50.0,24.7,994.2,12.6,0.0,4.0
9831,2014-07-14 00:00:00,7.0,17.0,2.0,6.0,300.0,54.0,24.4,994.0,12.0,0.0,4.0
9832,2014-07-14 01:00:00,7.0,5.0,2.0,4.0,300.0,54.0,22.4,994.1,12.3,0.0,4.0
9833,2014-07-14 02:00:00,8.0,13.0,2.0,5.0,300.0,49.0,22.6,993.9,12.5,0.0,4.0
9834,2014-07-14 03:00:00,8.0,13.0,2.0,6.0,300.0,43.0,21.6,993.9,12.7,0.0,4.0
9835,2014-07-14 04:00:00,10.0,18.0,2.0,7.0,300.0,44.0,23.0,994.3,12.6,0.0,4.0
9836,2014-07-14 05:00:00,12.0,18.0,2.0,7.0,200.0,48.0,22.0,994.6,13.4,0.0,4.0
9837,2014-07-14 06:00:00,10.0,28.0,2.0,7.0,300.0,47.0,24.1,994.6,14.2,0.0,4.0
9838,2014-07-14 07:00:00,21.0,55.0,2.0,14.0,400.0,37.0,27.3,994.5,12.9,0.0,4.0
9839,2014-07-14 08:00:00,21.0,48.0,2.0,13.0,400.0,50.0,29.9,994.2,14.4,0.0,4.0
9840,2014-07-14 09:00:00,13.0,45.0,4.0,18.0,400.0,54.0,31.4,994.2,13.6,0.0,4.0
9841,2014-07-14 10:00:00,18.0,52.0,5.0,23.0,400.0,62.0,31.8,994.0,14.4,0.0,2.5
9842,2014-07-14 11:00:00,18.0,38.0,2.0,11.0,400.0,104.0,33.0,993.6,15.9,0.0,4.0
9843,2014-07-14 12:00:00,12.0,46.0,2.0,3.0,300.0,131.0,33.3,993.2,14.8,0.0,4.0
9844,2014-07-14 13:00:00,8.0,35.0,2.0,5.0,300.0,162.0,33.5,992.8,13.5,0.0,2.5
9845,2014-07-14 14:00:00,16.0,43.0,2.0,7.0,300.0,175.0,35.9,992.2,14.0,0.0,2.5
9846,2014-07-14 15:00:00,24.0,33.0,2.0,12.0,400.0,215.0,35.3,992.1,12.9,0.0,4.0
9847,2014-07-14 16:00:00,23.0,73.0,3.0,19.0,500.0,262.0,35.8,991.8,13.3,0.0,2.5
9848,2014-07-14 17:00:00,27.0,68.0,3.0,16.0,500.0,264.0,34.1,992.3,14.6,0.0,2.5
9849,2014-07-14 18:00:00,26.0,41.0,3.0,10.0,400.0,250.0,33.9,992.7,14.9,0.0,2.5
9850,2014-07-14 19:00:00,26.0,105.0,3.0,23.0,500.0,238.0,31.9,992.9,8.8,0.0,2.5
9851,2014-07-14 20:00:00,20.0,7.0,2.0,10.0,400.0,188.0,30.7,993.6,9.6,0.0,4.0
9852,2014-07-14 21:00:00,6.0,48.0,2.0,4.0,200.0,117.0,28.9,993.2,11.0,0.0,2.5
9853,2014-07-14 22:00:00,9.0,33.0,2.0,5.0,300.0,121.0,27.9,994.0,10.6,0.0,4.0
9854,2014-07-14 23:00:00,10.0,19.0,2.0,2.0,300.0,126.0,27.4,994.5,11.0,0.0,4.0
9855,2014-07-15 00:00:00,10.0,38.0,2.0,6.0,300.0,104.0,27.1,995.5,11.2,0.0,4.0
9856,2014-07-15 01:00:00,13.0,34.0,2.0,6.0,300.0,98.0,26.1,995.6,12.5,0.0,4.0
9857,2014-07-15 02:00:00,12.0,35.0,2.0,9.0,300.0,86.0,25.1,995.2,12.7,0.0,4.0
9858,2014-07-15 03:00:00,15.0,35.0,2.0,16.0,300.0,70.0,24.6,995.4,12.2,0.0,4.0
9859,2014-07-15 04:00:00,15.0,42.0,2.0,15.0,300.0,66.0,24.0,995.5,12.6,0.0,4.0
9860,2014-07-15 05:00:00,17.0,50.0,2.0,18.0,300.0,65.0,24.4,995.4,14.5,0.0,4.0
9861,2014-07-15 06:00:00,26.0,118.0,3.0,11.0,400.0,94.0,24.8,995.6,15.4,0.0,2.5
9862,2014-07-15 07:00:00,36.0,144.0,3.0,12.0,500.0,97.0,26.6,995.4,15.9,0.0,4.0
9863,2014-07-15 08:00:00,39.0,125.0,3.0,11.0,400.0,114.0,28.8,994.9,15.3,0.0,4.0
9864,2014-07-15 09:00:00,40.0,136.0,3.0,9.0,400.0,126.0,30.1,995.0,15.4,0.0,4.0
9865,2014-07-15 10:00:00,46.0,137.0,3.0,8.0,400.0,141.0,30.2,995.4,16.2,0.0,2.5
9866,2014-07-15 11:00:00,39.0,161.0,3.0,10.0,500.0,164.0,31.3,995.1,16.1,0.0,2.5
9867,2014-07-15 12:00:00,46.0,142.0,4.0,12.0,500.0,187.0,31.0,994.6,17.0,0.0,2.5
9868,2014-07-15 13:00:00,50.0,139.0,4.0,19.0,500.0,411.0,31.7,994.3,17.2,0.0,2.5
9869,2014-07-15 14:00:00,60.0,157.0,5.0,27.0,600.0,222.0,32.2,993.7,17.7,0.0,2.5
9870,2014-07-15 15:00:00,61.0,145.0,6.0,21.0,600.0,252.0,32.1,993.2,17.9,0.0,2.5
9871,2014-07-15 16:00:00,59.0,134.0,6.0,15.0,600.0,256.0,31.5,992.8,17.4,0.0,2.5
9872,2014-07-15 17:00:00,57.0,115.0,8.0,13.0,600.0,266.0,30.8,992.9,16.8,0.0,2.5
9873,2014-07-15 18:00:00,57.0,89.0,9.0,10.0,600.0,223.0,30.1,993.1,17.9,0.0,2.5
9874,2014-07-15 19:00:00,51.0,78.0,7.0,11.0,600.0,205.0,29.5,994.8,18.0,0.0,2.5
9875,2014-07-15 20:00:00,55.0,122.0,8.0,18.0,600.0,199.0,22.4,995.2,19.2,5.1,4.0
9876,2014-07-15 21:00:00,55.0,123.0,3.0,11.0,600.0,310.0,22.7,994.6,19.9,0.1,4.0
9877,2014-07-15 22:00:00,43.0,69.0,2.0,13.0,600.0,84.0,22.9,995.1,20.4,0.0,4.0
9878,2014-07-15 23:00:00,45.0,32.0,2.0,9.0,600.0,79.0,22.4,995.2,20.5,0.0,4.0
9879,2014-07-16 00:00:00,50.0,34.0,2.0,11.0,500.0,62.0,22.8,994.5,19.0,0.0,4.0
9880,2014-07-16 01:00:00,49.0,35.0,2.0,7.0,500.0,60.0,22.2,994.3,19.4,0.0,4.0
9881,2014-07-16 02:00:00,46.0,30.0,2.0,6.0,500.0,80.0,21.8,994.5,18.6,0.0,4.0
9882,2014-07-16 03:00:00,47.0,44.0,2.0,9.0,500.0,151.0,21.2,994.4,18.8,0.0,4.0
9883,2014-07-16 04:00:00,50.0,43.0,2.0,26.0,500.0,47.0,21.5,994.8,18.7,0.0,4.0
9884,2014-07-16 05:00:00,49.0,52.0,2.0,8.0,500.0,195.0,21.5,995.2,18.5,0.0,4.0
9885,2014-07-16 06:00:00,50.0,52.0,2.0,5.0,500.0,66.0,22.5,995.8,18.5,0.0,4.0
